InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,TotalPrice,PaymentMethod,StoreID,ProductCategory,EmployeeID,PromotionCode
WFKGTT,ZBUAL,JMYYSJSQRLGTZYKDELHT,624,12/26/2023 16:54,71.68,19298.0,Netherlands,0.31,98.36,Cash,Store_B,Category_C,GOFFH,XTNXS
,SBFXV,PFWZFMGIRZLNCLQGAUNP,629,12/20/2023 21:20,55.38,12110.0,Germany,0.03,334.69,Credit Card,Store_B,Category_A,,FKWQA
MPUHQC,CNIGJ,FXJRTKGSJTNLQYDESALN,156,07/25/2023 16:33,73.86,16808.0,Netherlands,0.42,472.54,Online,Store_B,Category_C,,WBCJV
GARLXB,UDLPU,XYDGDOYPSFMOKKBSITHN,145,02/25/2023 21:08,0.25,15059.0,Netherlands,0.02,378.32,Online,Store_B,Category_A,TJRNW,HQJRD
QMTRZI,CLYBN,OOTXKONOTJKBTNHJFBNB,448,10/24/2023 04:14,17.41,15471.0,Germany,0.02,246.71,Cash,Store_B,Category_B,LPXCF,DLJEB
AZUZQJ,,ZCLYTDPLKGASUYGUMUFF,334,05/23/2023 19:04,57.59,10035.0,France,0.23,413.06,Cash,Store_B,Category_B,WUQWP,IBIAJ
DHLUDN,YYEKE,HAKWVALFXIXSLWXWKVJK,486,07/14/2023 17:58,93.8,16488.0,United Kingdom,0.32,332.87,Online,Store_B,Category_A,EAFOS,UJRKY
RDLUHC,MMIKV,LUBGPGHBWVDILEANCZVX,634,11/11/2023 21:38,79.05,17651.0,Belgium,0.02,223.55,Online,Store_A,Category_B,HYHZL,OCTTH
GXDYXO,FILJF,UPEAUCFGCVUXPYDIKMOB,503,12/05/2023 05:43,52.33,13438.0,France,0.43,339.24,Cash,Store_A,Category_B,DILQR,NVGHP
TULFFB,ZDDBN,BPSKDECIZDAFTBFHAOTM,730,03/29/2023 22:34,74.4,12498.0,Belgium,0.18,158.35,Online,Store_B,Category_C,AOVVZ,YTUGQ
,IMYGO,VCLHEOZYERXYDGFMNCAY,653,05/18/2023 00:12,46.4,17168.0,Belgium,0.27,496.85,Credit Card,Store_C,Category_C,IWUBJ,ZOPBB
QFQKSC,,RDKNHZEEMBABKDSTBALX,906,10/22/2023 12:04,72.11,12598.0,France,0.25,489.96,Cash,Store_B,Category_B,XZAMS,JXXAE
ZWPYQZ,BMQDU,HBCJSUOIDGWSLENADCJX,241,05/08/2023 18:36,97.55,,Belgium,0.08,152.02,Cash,Store_C,Category_B,QBMJF,RCSMH
,QMVLI,FGARDCMIJOZJILBSAWAH,389,05/03/2023 15:52,67.42,14211.0,France,0.38,139.86,Cash,Store_A,Category_C,MMCMR,SGZVX
CCEWKX,BFYKX,NNSJKEEPBQOAEPGJQVAM,821,04/21/2023 19:52,96.45,11625.0,France,0.23,12.13,Online,Store_A,Category_B,QGMMZ,REWGB
VPRABG,BIUXU,TEIYXDZOLBRMATAZJFTX,509,10/28/2023 01:09,71.69,11001.0,United Kingdom,0.4,144.12,Cash,Store_C,Category_A,MNBPM,UDNUT
ZNVPAF,SCLBY,NBCLITEMLLLTKZPARLZG,979,06/27/2023 07:26,89.91,10059.0,France,0.32,385.59,Online,Store_C,Category_A,,MECON
DPIRUG,JOZKT,,773,03/11/2023 13:09,41.93,11282.0,Belgium,0.26,96.55,Online,Store_C,Category_B,VNEOO,
SZJZOV,LZIIG,VDNEOLKNRWHFOBHVVLTN,79,06/04/2023 12:17,16.16,16924.0,Netherlands,0.18,10.27,Credit Card,Store_B,Category_C,MKYSW,GTISY
KMMXKI,,,66,03/08/2023 19:04,90.64,,Netherlands,0.04,288.06,Credit Card,Store_B,Category_A,SBWRD,OUEVV
PRDYGY,USIQS,BPRTJQSGYJQKGITKHVYA,411,07/15/2023 14:07,20.26,14204.0,United Kingdom,0.28,452.06,Credit Card,Store_C,Category_A,WJCYM,IYACA
BKRMWU,MCKBV,VVUJXCRSBLTXKMULNEHK,902,10/18/2023 15:26,74.03,14899.0,Netherlands,0.28,86.73,Credit Card,Store_C,Category_B,WVXKJ,NZGOC
IBDGLH,UYJYW,DZYWNNRIEIBNKVPQNYKZ,219,12/23/2023 03:49,92.88,11171.0,United Kingdom,0.38,392.76,Cash,Store_C,Category_A,TCPWS,RTWQE
VQFLYC,GIVSZ,TBVBYRXQENKBHTAFKELU,980,07/31/2023 02:30,31.01,15185.0,France,0.27,250.99,Cash,Store_C,Category_A,QSKZI,HSCCN
PQKHTK,UHQOR,UDLFQFYGFUJVATBGTZXK,142,03/12/2023 17:06,34.05,18923.0,Germany,0.09,381.37,Online,Store_C,Category_B,IDPFY,ENEDP
OKTISO,WPOQV,,735,04/23/2023 23:48,60.77,15317.0,Germany,0.42,97.32,Credit Card,Store_B,Category_A,YBZBH,MGRDF
BLYLWO,ZOQRR,,208,09/08/2023 01:41,34.16,11611.0,Netherlands,0.38,427.25,Credit Card,Store_C,Category_A,XYBEP,HDPEU
GYCZPZ,JTGBH,NMHEDUPRZXEVEKPTYCEP,217,06/07/2023 07:40,7.13,,Germany,0.12,451.23,Credit Card,Store_C,Category_C,NJQXE,ONDTC
,IDDRQ,XKSTQRCGSAVJZFECKYVC,999,02/09/2023 20:29,58.36,12995.0,France,0.35,437.84,Credit Card,Store_B,Category_A,AGAOZ,LWVZJ
XHTSOI,AYUUA,TEJSONVPEOOVDVTPAIZO,395,08/21/2023 00:14,76.3,15225.0,France,0.45,256.23,Credit Card,Store_A,Category_A,,BUULW
,XITEP,EKOXMSZUKBZQUDNEPWZF,604,01/04/2023 20:27,33.65,15726.0,Germany,0.11,342.73,Credit Card,Store_B,Category_A,QVNEF,GSKJP
GMJSEW,RSVFD,JBEARKHGJLFYWFYTGHHI,571,05/19/2023 11:30,43.08,13922.0,Germany,0.3,165.63,Cash,Store_B,Category_A,XRXWY,ZMPKK
HMEXYX,KKOZC,CKENEYVEJRHXHLZPQFXW,419,07/12/2023 19:57,7.17,19791.0,France,0.45,264.56,Credit Card,Store_B,Category_B,ESNPC,BCRZF
,QEVFB,OZZOJGKYMWYQHCZQYMUP,642,08/19/2023 05:51,90.74,10223.0,Germany,0.1,372.67,Credit Card,Store_B,Category_B,MEOEV,
XTIKIU,LWCWA,YNPPHEREGROSLWYIUJLZ,718,05/29/2023 22:21,25.16,13086.0,Netherlands,0.19,113.4,Cash,Store_B,Category_B,RHZDO,MZAGQ
IQLTQI,KCRXL,NZHTIXQHGTMEYLMGYCOW,678,10/19/2023 03:11,13.14,16164.0,France,0.09,481.32,Cash,Store_B,Category_C,PSZKP,LZYAL
JUUIWJ,GQIMO,MHXYOKACBTMLBIXEZKLY,347,09/06/2023 15:37,49.21,17213.0,France,0.36,402.48,Cash,Store_C,Category_C,XBZCH,HUSDW
PRQFGR,MBHUE,UMIDKOGCWVDFSGBAFDTY,509,06/23/2023 08:06,22.45,17994.0,Netherlands,0.31,323.05,Credit Card,Store_A,Category_B,NXCUY,QBVSO
HONRRV,KLPHE,TWVFFAXIHMFASPBRUIWN,317,10/21/2023 18:10,77.56,17388.0,Germany,0.03,129.75,Credit Card,Store_A,Category_A,KNBCL,QDYBH
QIUUUI,AUJIN,GKKQJFDKKSMXEUWAWRJO,201,10/24/2023 13:17,99.98,12637.0,France,0.49,149.91,Credit Card,Store_A,Category_B,QFBGE,ZRAAE
BNITWC,PJSZJ,YQQLHYISEXKRFGWHBANH,324,01/06/2023 01:23,2.91,10672.0,Netherlands,0.28,448.62,Online,Store_A,Category_B,YROHK,XURPY
ILCDAN,MMFKJ,TYITRZSAKLOSBBNEARFZ,112,03/10/2023 01:03,63.51,11111.0,Germany,0.2,159.36,Credit Card,Store_B,Category_C,XHPBN,NKXED
SGSHVT,,XLGDYUSAPVZRWHLBRVHG,361,09/10/2023 17:27,65.25,18350.0,United Kingdom,0.02,375.77,Credit Card,Store_C,Category_B,POCRX,
SSZLNH,TEIFO,EKKHYQGGISDNSCSWTYTF,556,03/02/2023 12:26,62.13,12931.0,Germany,0.48,110.79,Online,Store_B,Category_A,WEUFM,HNWMY
GWMVRJ,,GJFQEKLNMQEMXDWYGDVG,357,06/05/2023 04:40,15.99,19301.0,United Kingdom,0.1,70.92,Cash,Store_A,Category_A,WXQZI,BNEGF
OOATRG,COTAK,CKZMOEVVGZTJRAXFTYMU,4660,06/19/2023 08:17,94.14,12665.0,Belgium,0.14,167.84,Cash,Store_A,Category_A,OAWXQ,OSWSK
HFMJYV,,,925,04/19/2023 04:04,97.94,17965.0,Netherlands,0.32,336.05,Credit Card,Store_C,Category_B,ASBWS,HJCTQ
RYRYAW,QSQOL,,618,02/12/2023 06:41,17.48,10497.0,France,0.4,497.47,Cash,Store_C,Category_A,YJMUL,
FIDHHF,EOKJH,OPVSMCNHEZFCWSPHCWTN,568,06/22/2023 19:37,17.32,13773.0,Belgium,0.42,88.44,Credit Card,Store_A,Category_B,MQCRJ,IBLXB
,RFVRQ,BFSXHRYOMHFHWZZTFWJF,470,07/09/2023 02:17,23.64,12337.0,Belgium,0.36,114.8,Cash,Store_C,Category_B,ZCAMO,AYTMN
OGOZJL,MDXDY,,577,02/14/2023 01:55,84.93,18857.0,Netherlands,0.15,182.65,Credit Card,Store_C,Category_A,VTACB,VUZRH
OWZMYG,ZYSUI,YCHIRQDIEXFSFLALMRBT,832,12/17/2023 15:58,95.76,,Belgium,0.4,135.28,Cash,Store_C,Category_C,IOPHA,TBGKK
JWTMQX,VMRRN,YYVUZMIPLKJIJBKYPMFJ,460,11/15/2023 14:48,99.75,10300.0,Netherlands,0.41,302.85,Credit Card,Store_B,Category_C,SXIGG,LOYWT
OQWAOB,MXASV,HDEFDQJDXAYVLFZHJUKC,850,01/12/2023 05:17,55.32,15740.0,United Kingdom,0.33,402.51,Online,Store_A,Category_B,FKTUF,EHFCC
XCASUD,OOYVV,DSDNIGFYQIQFNRTWBYVE,263,10/28/2023 21:08,32.49,15145.0,Netherlands,0.36,400.56,Cash,Store_A,Category_B,ZHJGJ,DXPOA
,,VXAGROZSEYVWBUGLUTXM,270,05/18/2023 00:27,65.86,18697.0,Belgium,0.15,347.83,Credit Card,Store_B,Category_B,UNRYN,FHEZB
PTEVSY,BSQRW,ZFAKYGRRFMVYLFQUZXFX,958,04/07/2023 14:26,30.05,14267.0,Netherlands,0.36,338.98,Credit Card,Store_B,Category_A,,ECRLQ
KJVGAS,NFBVN,FKPNIYHQWJVDRCUSKRZG,369,04/24/2023 07:42,98.74,15301.0,Belgium,0.22,415.22,Online,Store_A,Category_C,KKJSX,NANWM
XJGMVT,XYBCC,ULJEOAZZEEPZHOCPQUFV,816,03/16/2023 23:18,7.73,18548.0,France,0.22,51.04,Credit Card,Store_C,Category_B,BDYCI,UAQLV
HUAYXI,VYLJO,,4949,04/30/2023 23:42,76.41,19386.0,Belgium,0.05,139.51,Cash,Store_B,Category_B,QZFFE,XTXEO
SDKEFX,EFCJJ,,331,08/15/2023 11:30,69.71,14318.0,Germany,0.13,287.83,Credit Card,Store_C,Category_A,BKDKN,
KCZOFE,CJCSG,XPOKYBVMSHMLLKHYJLGT,657,09/03/2023 04:21,64.39,13214.0,Belgium,0.15,416.67,Online,Store_C,Category_A,,ZDRPH
XEEOGS,BFUIG,ABTAPBKMKXSINLTJNGCI,411,05/12/2023 17:29,73.76,10351.0,France,0.35,84.38,Online,Store_C,Category_A,JFUHY,AJTLU
TOGVOQ,DUAGO,ZJEROBFXSWHOMHEORATE,401,04/18/2023 16:22,52.67,18228.0,France,0.18,72.47,Credit Card,Store_C,Category_B,JMNTN,ZDWXG
JYMQGD,YMQYF,WFSPBSAXISRGJUYJEIGS,943,11/21/2023 23:49,50.51,11236.0,Netherlands,0.24,295.44,Cash,Store_C,Category_A,MHGHI,QXPIP
ULUNWW,DEEFP,VISIMLPNJRMOOWWYSMVF,159,11/16/2023 08:16,50.78,10375.0,France,0.47,340.41,Online,Store_B,Category_B,HCIUU,
VCNSLV,AWGON,FJVAQOXNEIVKYBXOVVUF,292,08/21/2023 15:06,51.97,13689.0,Germany,0.36,252.32,Cash,Store_C,Category_A,EKTZW,SAKXF
FMDEER,BKMNV,,421,09/30/2023 16:40,66.87,15042.0,United Kingdom,0.15,102.32,Cash,Store_B,Category_A,ZBTIJ,
NMAMZO,OGFHO,CACCFRSCRHLYFCJVJPDI,132,05/23/2023 23:58,20.19,18004.0,Netherlands,0.07,209.01,Online,Store_B,Category_B,QFGDV,JGINH
WVSAUS,ZVAIR,SMUIJVFVKFFXNGBRWFLQ,64,05/28/2023 07:14,23.78,16194.0,Belgium,0.43,401.14,Online,Store_C,Category_B,TWRCK,KUUMK
QCQFVS,HQAGE,HMTACMWXTRDVAIYPCJLY,150,01/11/2023 19:54,55.7,18312.0,Netherlands,0.24,472.7,Credit Card,Store_B,Category_C,SWOWE,PZSZG
HOBGTF,XEWJV,WYVDIXPJYGKZIUEKDENA,898,11/12/2023 03:19,69.79,12969.0,United Kingdom,0.31,298.47,Credit Card,Store_C,Category_A,KIRDE,VFONL
IPQHBF,LFWVG,OFHUNQKHEKFFHHNCTUFJ,999,01/21/2023 15:26,96.36,19475.0,Netherlands,0.31,188.62,Online,Store_C,Category_A,ANSRK,DCBNM
SWLYGU,AGNSU,WMHKKFTHADMBRBCTOABY,16,11/04/2023 05:18,38.83,,Belgium,0.08,331.53,Online,Store_A,Category_C,NAFPI,IGAYP
MENBAE,YDRRO,DJWFWZHHQIEESQXWYNTG,948,12/27/2023 20:53,56.74,12871.0,Germany,0.08,73.79,Cash,Store_C,Category_B,VUYUM,MEIPY
OXIYTB,WVQOS,ZQPIXUTCDYMZATKOMRUH,548,02/07/2023 00:03,85.19,12377.0,Belgium,0.22,299.68,Credit Card,Store_C,Category_A,YCLFA,CNJZR
LIAAGF,XAWEY,DOPEWOCRXQEMRFMBAKVU,519,03/17/2023 13:04,44.68,17910.0,United Kingdom,0.4,239.35,Online,Store_B,Category_C,NZELL,ITQOR
,UKCTL,IEYYKYIJWHFFXLYTVXWM,997,10/24/2023 06:11,60.85,18552.0,Belgium,0.07,466.35,Online,Store_C,Category_C,WOJPM,KSVUG
AUHKIU,NDHHJ,MXOXFEFRMYPUOUCKQVVO,699,05/16/2023 23:24,18.04,17207.0,Germany,0.16,232.41,Online,Store_A,Category_A,HHDOJ,JBFGR
QSOMRN,OSIMZ,AZXQOMCZVJPEDYZMAOHR,523,03/12/2023 23:04,84.51,18747.0,United Kingdom,0.1,346.06,Credit Card,Store_A,Category_A,NNUVW,ZFHEC
FJSCAQ,USEJU,XNEWXTGTKKIRZKXJVDLI,2237,06/05/2023 04:58,58.11,13677.0,United Kingdom,0.29,399.21,Online,Store_B,Category_C,MBRCQ,VXWNG
,EEZLF,BDSPFNQWPDLKOLDXTDMY,743,12/04/2023 12:12,80.67,12279.0,United Kingdom,0.2,482.8,Online,Store_A,Category_A,AYJMF,SHCUM
XMFFNS,XFBYC,QMFOZYJTQWCBGVBNEIQB,432,06/03/2023 11:58,41.6,16809.0,Germany,0.45,385.18,Cash,Store_A,Category_C,GUELQ,VCFCT
HUXKQK,FUTQM,SYFEIIDKOURDRIBFDBXD,261,07/02/2023 00:11,68.5,16297.0,France,0.21,478.94,Cash,Store_C,Category_A,QDRCG,WYFSN
UVHDQW,MRSLP,,501,12/02/2023 05:27,68.95,19690.0,France,0.44,202.48,Credit Card,Store_C,Category_B,UIIFF,
MOWQDC,SPCSG,JPYPMXRMHLGMMJNCVLIX,193,01/01/2023 18:47,25.96,12433.0,Germany,0.29,255.63,Cash,Store_B,Category_C,FUENQ,
XLGJCG,,KWWRCILOWTACVYPYHPDP,-7,02/14/2023 16:30,69.62,10871.0,United Kingdom,0.49,442.7,Online,Store_B,Category_B,LKGXG,LCIQR
ZWHYRN,ZOINF,TPCGUSZDSLVSAESMYDLR,554,03/24/2023 02:12,2.79,15811.0,Belgium,0.28,30.65,Credit Card,Store_A,Category_C,DFGSL,OLXKQ
QSCGNB,VCLAL,WWWAVLGULKSQMBANTRHP,736,06/21/2023 12:01,25.89,16046.0,Belgium,0.22,250.72,Online,Store_C,Category_C,DSSIU,VBCIK
XPJGEF,YNEDL,YXMWVGRFINGRTPTLBIBC,198,02/08/2023 01:54,57.45,11883.0,Netherlands,0.35,342.58,Cash,Store_A,Category_B,TYCDV,CKXTA
SYDLMK,BXJIE,RRGGHSJYKACRNAGJUBVS,298,01/17/2023 06:53,53.45,19253.0,Belgium,0.15,88.15,Online,Store_C,Category_C,KLJQX,FMQAE
RGNRLT,PSLOR,PNWWLQKJYSWQPGZPBWUV,-2,04/06/2023 18:44,60.53,14888.0,United Kingdom,0.28,1.33,Cash,Store_C,Category_A,TTKNC,VJAWJ
XNWDRU,CZICE,GUMWEOMQCMUJRMUVLUVK,933,12/25/2023 04:58,67.41,11972.0,France,0.42,138.81,Online,Store_B,Category_A,CDCSK,
,AGKLV,OAPXXGZGCLKTGMSRPPPS,902,04/15/2023 16:40,9.29,18308.0,United Kingdom,0.32,195.47,Online,Store_B,Category_A,FBMGX,DUKJK
FYIQDQ,GXLRY,KAEMHUMVSPVPNIJCIJTV,961,10/22/2023 05:58,87.27,11301.0,Netherlands,0.23,114.58,Credit Card,Store_C,Category_B,QLPYP,KPPSR
OAWRNV,QJJRF,GAREGCUCKYAWJBPTCRZO,608,12/14/2023 01:21,62.91,10638.0,France,0.07,136.82,Credit Card,Store_B,Category_A,AYFPU,HGROU
RRQHJJ,CEETT,DRYJRSEYVLCKSJSEDKZC,228,09/12/2023 23:57,874.51,,Netherlands,0.2,490.79,Credit Card,Store_C,Category_C,LKRAA,YOTBF
OKHQVF,XKNRB,PPGZYWJVIQDPJAQFFJOK,733,01/10/2023 05:33,15.94,16103.0,United Kingdom,0.05,256.69,Online,Store_B,Category_A,OKZFK,LKWTE
,XLMDC,GWRROCOBYQDUAOOCEGUO,604,07/30/2023 07:06,26.72,16515.0,Belgium,0.28,376.4,Credit Card,Store_C,Category_B,KOICU,UUMTG
GFPHNB,ZVSWJ,BBHYVESFSNSZNARLKNHT,832,08/11/2023 22:56,76.59,13107.0,Netherlands,0.39,315.83,Cash,Store_A,Category_B,AFGWC,PGNAK
TRVORD,NXXHQ,TXEYFEKYFQONKWCKDPZO,746,05/11/2023 10:34,30.41,14145.0,Netherlands,0.05,427.31,Cash,Store_A,Category_A,RJCQD,
JADAHM,SGCGI,RYRYRLRVKYEJNOENINQT,0,01/18/2023 01:35,78.82,10573.0,Belgium,0.48,10.79,Online,Store_A,Category_B,TBUJJ,YDXVL
EYTXSN,ISWKC,XFVORWOPJRKUZBZZBNPI,569,10/11/2023 21:00,87.74,18398.0,Netherlands,0.28,426.76,Online,Store_A,Category_A,LJQSG,GOGQN
ZTPJJI,PIJEF,GOWMQGZWVENFVNZXWRNT,867,02/07/2023 20:57,45.73,17607.0,Germany,0.13,7.23,Credit Card,Store_C,Category_C,AFUHT,
PBCJYA,YWAMP,IHUJXUWUASWGLKARBSME,638,07/05/2023 09:52,66.18,12499.0,France,0.5,15.06,Credit Card,Store_A,Category_B,WEJUJ,LJURN
CDSIFQ,CJKJL,CRONQAZNOOHYRRBKHNUB,347,11/04/2023 02:57,54.83,14906.0,Netherlands,0.47,195.11,Online,Store_A,Category_B,,QUMGV
UUMJNO,TLFAS,DSVADWOMHBZRWIIGAYQO,732,01/06/2023 14:59,66.57,13808.0,Germany,0.35,148.19,Online,Store_A,Category_B,RWXJR,PEFPQ
NJODAK,ZLJBD,LYRTRWQSNSFADLKHZHWE,820,03/29/2023 20:31,22.44,,France,0.05,364.73,Credit Card,Store_B,Category_A,TZWLI,GCICI
,XGLDY,FIHPMEAMIVSJKZQJFMAY,224,03/20/2023 15:19,39.76,11635.0,France,0.08,411.23,Credit Card,Store_A,Category_C,KIDVR,IFAPF
CUQODQ,GYKRU,ZHPSLVBUZMSYXLYEXXSI,909,06/10/2023 00:22,31.47,16650.0,United Kingdom,0.31,116.39,Cash,Store_A,Category_C,QQGMY,YXIZM
TCHXBI,MKQZH,PIPMSCHVOTJHQNNZDVYU,669,06/06/2023 09:38,58.56,16415.0,Belgium,0.01,112.07,Online,Store_C,Category_C,SLOXV,IFLUD
NOUMYJ,RORDN,VOZEOWPCOJRWJISPRVGC,943,04/08/2023 00:27,13.79,13560.0,Belgium,0.24,270.01,Credit Card,Store_C,Category_A,GXIQB,MOGFZ
SYNSVN,ZAWJT,,442,07/07/2023 18:30,72.85,16106.0,Germany,0.43,150.05,Cash,Store_C,Category_B,ETOSF,IZMFP
VGLQOB,DNLML,,997,08/28/2023 21:01,23.84,18997.0,Netherlands,0.01,162.44,Credit Card,Store_B,Category_C,YELQB,DXEKQ
GQTCEN,PYBUL,CHDNSFZHFHAQNOKTMMJN,367,06/26/2023 08:15,3.61,15551.0,France,0.36,338.81,Credit Card,Store_C,Category_B,XLEHN,LQLNX
XASJQZ,JMCUR,,389,01/31/2023 09:01,23.14,17575.0,Belgium,0.09,160.69,Cash,Store_C,Category_C,ZQWZK,GPTBE
INIWOB,EEATY,DMWWSPTBHUJEKPMYBMWF,592,05/20/2023 13:20,2.52,17195.0,Germany,0.22,249.92,Credit Card,Store_B,Category_A,LTHAT,LAKFQ
GCAVCP,KOADJ,KPMCVJKKXGHHAGOEAWIZ,990,08/23/2023 15:57,93.63,10823.0,Germany,0.25,359.54,Cash,Store_C,Category_C,MVZHF,WEVCQ
TSEPNN,SJXFD,BVZNJCUCTLYFBSJDAAJM,471,07/05/2023 13:58,66.54,12319.0,Netherlands,0.12,31.29,Cash,Store_B,Category_C,XPATI,HMQDP
YHPEZY,MCZJH,XUPYNYQAPPXGASQLWNXL,816,03/19/2023 13:36,11.94,11822.0,Netherlands,0.11,484.45,Credit Card,Store_B,Category_B,OJIRG,IBVSU
,ADSQY,LGIIMOLWOHDAWYYHATPB,539,10/17/2023 16:33,52.47,19579.0,Netherlands,0.01,236.34,Credit Card,Store_B,Category_C,ANBVA,XDOCA
TGMDPP,KJTNG,,667,11/06/2023 03:41,28.07,,France,0.32,33.72,Credit Card,Store_C,Category_B,BXUZE,VXQBI
DITQKJ,VXIJE,,475,01/01/2023 04:23,60.18,14877.0,Belgium,0.27,36.82,Credit Card,Store_C,Category_B,QXCTT,MLJDL
NNMWKM,DTFSB,LABDDDBZBBZANOBKAVGF,283,02/23/2023 08:17,83.04,15872.0,Germany,0.04,325.84,Credit Card,Store_B,Category_C,TUAOR,TQFRD
WVBQYT,,AGYHJAXNZAWNQHKMALUV,917,09/20/2023 08:08,78.37,17434.0,Belgium,0.11,364.15,Online,Store_A,Category_B,NXOUX,GWXVV
BFHJHE,QUCAK,ORDCQKNGCENLVMMNMTIQ,123,03/08/2023 06:01,0.4,,Netherlands,0.1,368.54,Credit Card,Store_A,Category_C,UYMPG,
XVQQGR,ADJWA,LZVAXNJVHKNTXRLZJBSA,572,01/23/2023 20:48,414.36,16801.0,Germany,0.42,410.76,Credit Card,Store_A,Category_C,,GPVTS
BSYTDE,ZAFJI,BARWTHOSJYPEQGJPBMCI,386,10/12/2023 01:11,38.14,13011.0,Belgium,0.48,229.31,Cash,Store_A,Category_A,CKEXO,UQQXK
IIONPP,FNGVU,NPYCKGMCDXLMLXXXUGLX,521,01/15/2023 13:57,43.37,16776.0,United Kingdom,0.05,263.17,Cash,Store_A,Category_C,,EYADQ
BNIWJM,ZNKAG,GFKVZRAGTOWGNYEQZXKM,284,08/16/2023 01:02,71.64,19427.0,Netherlands,0.4,385.34,Online,Store_B,Category_A,BHEBJ,KSNAM
EWPWVQ,ZNCOP,NKAZNFLPBGBVKTDKJKQE,348,07/29/2023 08:29,50.57,10088.0,Netherlands,0.02,135.68,Cash,Store_C,Category_C,ZFLCQ,FLLVC
IREQPQ,IUKLL,HDNQLMAVSFTCWPVZSWKT,423,11/17/2023 15:09,36.98,14336.0,Germany,0.17,116.91,Credit Card,Store_A,Category_A,MGMWU,
PENVZS,RSMMI,WRPCCIPQRCBTZSBGDHCR,787,09/21/2023 23:08,3.17,18571.0,United Kingdom,0.45,99.84,Cash,Store_B,Category_B,QNDBG,IXULR
QSOFCB,OXGDE,,783,12/10/2023 18:42,21.18,15442.0,United Kingdom,0.41,402.47,Credit Card,Store_B,Category_A,AAXCJ,KOUOU
MHRRTO,NSOUX,QSPWUPVBYPUSHYZXWGXM,272,02/22/2023 14:41,63.17,13577.0,United Kingdom,0.14,106.86,Credit Card,Store_B,Category_B,,OCMWV
FANQFF,,MJIBNRKSWWXTSVGVSJHE,2340,01/31/2023 01:08,55.19,11544.0,Belgium,0.28,275.83,Credit Card,Store_A,Category_B,IXDPQ,TXTCX
KGWTNG,RUBYH,DRBJWGXWDPMRMZBNYYOV,656,09/17/2023 01:23,487.37,15386.0,United Kingdom,0.14,492.95,Cash,Store_C,Category_B,JITWO,YQSXW
GQPOUV,QYRWF,BNIURJBFPQFSPAFNVNVR,943,10/27/2023 17:55,70.92,17216.0,United Kingdom,0.47,142.29,Online,Store_C,Category_C,,XCAFH
TQIZNN,HUPZO,IEXUQBZZGMVOBDVIXQVK,276,11/17/2023 23:15,32.22,12427.0,United Kingdom,0.35,299.46,Online,Store_B,Category_C,PEKGY,OHZHF
RJOYTL,PWAST,JIXJYNFATBWNJAQWARPQ,425,01/12/2023 03:13,38.03,13544.0,France,0.4,494.68,Online,Store_B,Category_C,CZUPR,QTGZB
XBGFXJ,VEJFW,FXXQBVWYJZESHAEILPLY,899,07/04/2023 07:00,98.77,13055.0,Belgium,0.02,125.58,Online,Store_B,Category_A,,QHXXX
IEMMZN,QARCO,ZPXAIPCIKFTNSYAIPMAW,396,12/18/2023 16:09,32.65,19782.0,France,0.3,185.28,Online,Store_C,Category_B,MNNPR,WBUAC
IBEJUK,YGLAC,UABRENRWKHTCUAYWLCRJ,821,01/22/2023 13:23,22.36,19414.0,Belgium,0.33,212.39,Cash,Store_A,Category_B,BNQIC,EXDWU
,NSCCL,PLDFWDXBVWYSPJGOWPEH,209,06/23/2023 23:11,17.47,12774.0,Belgium,0.38,244.1,Cash,Store_C,Category_B,AKULR,FIUSM
IJZMRJ,,SCERDCWIEXKAQSZPMYQS,553,01/23/2023 22:36,574.7,19013.0,Germany,0.18,296.74,Online,Store_A,Category_A,OUEEQ,QVNAG
,NHLNL,QHWCYLDIYRPDYPXTQTHU,978,06/01/2023 23:12,75.24,15688.0,France,0.1,212.93,Cash,Store_A,Category_C,JODQA,CEKKC
IQCDRH,URXAK,RUXJECROAERPAQMCLRCN,973,01/25/2023 08:08,943.33,18160.0,United Kingdom,0.38,277.64,Credit Card,Store_C,Category_A,PPVPR,VGPTJ
PZBBWU,LHSRU,KFUMSNINBMLKHOUDAUAK,174,01/17/2023 14:15,42.25,15164.0,France,0.16,471.58,Online,Store_C,Category_A,COPCU,PHYQW
CBPAUW,LQAVY,SDTQVUYJYIRVKLMBBWAI,819,02/11/2023 10:08,28.45,10076.0,Germany,0.42,99.13,Online,Store_B,Category_A,WDKNE,
DALVXF,OCOLP,YUKYEMHOHBSAESDGTZQA,0,02/19/2023 22:04,94.97,12665.0,Belgium,0.11,63.89,Cash,Store_C,Category_B,BMAAM,NMDQA
FBJSPH,JSCCP,DXHPFVJWJOSSFXGRKNNG,162,07/28/2023 05:58,65.36,11868.0,Belgium,0.16,28.41,Online,Store_C,Category_C,AXRTT,RGCEZ
KNVZFR,SNKXT,HQDQQAWDGJZCHVKVCAFA,429,02/12/2023 09:31,48.22,17135.0,United Kingdom,0.24,27.2,Cash,Store_A,Category_B,MGFNY,PSHPN
RJIWFO,,XWIJACCFLGHTRMEOOKAI,506,04/09/2023 18:02,67.09,18656.0,Germany,0.3,182.6,Credit Card,Store_C,Category_B,BRRTD,BHPAI
